series,episode,baker,signature_bake,show_stopper,technical,result,last_name,baker_age,baker_occupation,hometown
6,4,Alvin,Blackberry Crème Brûlées,Tower of Fruits Cheesecakes,9,IN,Magallanes,37,Nurse,"Bracknell, Berkshire"
6,4,Flora,Rhubarb and Ginger Crème Brûlées,Elderflower and Granola Cheesecakes,3,IN,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross"
6,4,Ian,Pomegranate Two Ways Crème Brûlées,Trio of Spicy and Herby Baked Cheesecakes,4,STAR BAKER,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,4,Mat,Coconut Crème Brûlées,Chocolate Bar Cheesecakes,7,IN,Riley,37,Fire fighter,London
6,4,Nadiya,Cinnamon Tea Crème Brûlées,Fizzy Pop Cheesecakes,8,IN,Hussain,30,Full-time mother,Leeds / Luton
6,4,Paul,Almond Crème Brûlées,Berry Cheesecake Tower,1,IN,Jagger,49,Prison governor,"Swansea, Wales"
6,4,Sandy,Pontefract Crème Brûlées,"Cassata, Whisky and Orange & Apple Pie Cheesecakes",6,OUT,Docherty,49,Child welfare officer,"Yeadon, West Yorkshire"
6,4,Tamal,Rhubarb and Ginger Crème Brûlées,"Mango, Hazelnut and Rosemary Cheesecake Trio",5,IN,Ray,29,Trainee anaesthetist,Manchester
6,4,Ugnė,Marula Fruit and Coffee Liqueur Crème Brûlées,"Lime, Coconut and Hazelnut Cheesecakes",2,IN,NA,NA,NA,NA
6,5,Alvin,Pineapple Upside Down Cake,"Buko Pandan, Mango and Passion Fruit Ice Cream Roll",8,IN,Magallanes,37,Nurse,"Bracknell, Berkshire"
6,5,Flora,"Pistachio, Apple and Cardamom Madeleine Cake",Chocolate and Pear Bûche,3,IN,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross"
6,5,Ian,Honey and Flowers Cake,Dessert Island,5,IN,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,5,Mat,Sugar Free Carrot Cake,Raspberry and Coconut Ice Cream Roll,4,IN,Riley,37,Fire fighter,London
6,5,Nadiya,Naked Blueberry and Caraway Crunch Cake,Chocolate and Strawberry Lime Ice Cream Roll,1,STAR BAKER,Hussain,30,Full-time mother,Leeds / Luton
6,5,Paul,Carrot & Pecan Cake,Dessert Island Getaway,2,IN,Jagger,49,Prison governor,"Swansea, Wales"
6,5,Tamal,Honey and Grapefruit Polenta Cake,Passion Fruit and Pineapple Ice Cream Roll,7,IN,Ray,29,Trainee anaesthetist,Manchester
6,5,Ugnė,Chocolate and Hazelnut Sugar-Free Cake,"Chocolate, Peanut Butter and Grape Jam Roll",6,OUT,NA,NA,NA,NA
6,6,Alvin,Plum Frangipane Tart,Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents,6,OUT,Magallanes,37,Nurse,"Bracknell, Berkshire"
6,6,Flora,Apricot and Rosemary Frangipane Tart,Asparagus and Parma Ham and Praline and Chocolate Vol-au-vents,2,IN,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross"
6,6,Ian,Pear and Raspberry Frangipane Tart,vol-au-vents Terre et Mer,3,IN,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,6,Mat,Piña Colada Frangipane Tart,His 'n' Hers Vol-au-vents,1,STAR BAKER,Riley,37,Fire fighter,London
6,6,Nadiya,"Bay Leaf, Rong Tea and Pear Tart",Bengali Korma and Clementine with Cod Vol-au-vents,4,IN,Hussain,30,Full-time mother,Leeds / Luton
6,6,Paul,Christmas Frangipane Tart,Savoury and Sweet Bouchées,5,IN,Jagger,49,Prison governor,"Swansea, Wales"
6,6,Tamal,Spiced Pear Frangipane Tart,Fennel and Rosemary Pulled Pork and Chicken and Coriander vol-au-vents,7,IN,Ray,29,Trainee anaesthetist,Manchester
6,7,Flora,Game Pie with Shallot and Apple Chutney,"Raspberry, Pomegranate and Champagne Charlotte Russe",4,IN,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross"
6,7,Ian,Roadkill Pie,Victoria's Crown Charlotte Russe,5,IN,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,7,Mat,Raised Venison and Pigeon Pie,Strawberry Charlotte Russe,6,OUT,Riley,37,Fire fighter,London
6,7,Nadiya,Aromatic Raised Game Pie,Mango and Raspberry Charlotte Russe,1,IN,Hussain,30,Full-time mother,Leeds / Luton
6,7,Paul,Not a Boaring Pie,Charlotte Rose,2,IN,Jagger,49,Prison governor,"Swansea, Wales"
6,7,Tamal,Middle Eastern Game Pie,"Spiced Blackberry, Raspberry and Cardamom Charlotte Russe",3,STAR BAKER,Ray,29,Trainee anaesthetist,Manchester
6,8,Flora,Peach & Lemon Thyme and Smoked Almond & Butterscotch Cream Horns,Lime & Basil and Coconut & White Chocolate Religieuse à l'ancienne,3,IN,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross"
6,8,Ian,Mont Blanc & Black Forest Gâteau Horns,Nun with Hidden Passions,2,IN,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,8,Nadiya,Rose Pistachio and Mocha Hazelnut Horns,Bubble Gum and Peppermint Cream Religieuse à l'ancienne,1,STAR BAKER,Hussain,30,Full-time mother,Leeds / Luton
6,8,Paul,Café Tipple & Banana Crunch-away Horns,Religieuse à l'ancienne,5,OUT,Jagger,49,Prison governor,"Swansea, Wales"
6,8,Tamal,Lime & Mascarpone and Malt Cream Horns,Passionfruit & Mango and Pistachio & Raspberry Religieuse à l'ancienne,4,IN,Ray,29,Trainee anaesthetist,Manchester
6,9,Flora,Passion Fruit and Chocolate Tart,Cocoa Carousel,1,OUT,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross"
6,9,Ian,Chocolate and Bay Tart,Chocolate Well,3,IN,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,9,Nadiya,Peanut Salted Caramel and Chocolate Tart,Peacock in Nan's Door,4,STAR BAKER,Hussain,30,Full-time mother,Leeds / Luton
6,9,Tamal,Chocolate New York Pie,Chocolate Bell Tower,2,IN,Ray,29,Trainee anaesthetist,Manchester
6,10,Ian,Elderflower and Lemon & Spiced Buns,Colossal Curvy Carrot Cake,2,Runner-up,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,10,Nadiya,Cardamom and Almond Buns & Nutmeg and Sour Cherry Fingers,My Big Fat British Wedding Cake,1,WINNER,Hussain,30,Full-time mother,Leeds / Luton
6,10,Tamal,Cinnamon and Apple & Toffee and Marmalade Iced Buns,Sticky Toffee Pudding Cake,3,Runner-up,Ray,29,Trainee anaesthetist,Manchester
7,1,Andrew,Lemon and Rosemary Drizzle Cake,'Ultimate Indulgence' Mirror Glaze Cake,12,IN,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down"
7,1,Benjamina,"Pistachio, Cardamom and Lemon Drizzle Cake",White Chocolate Mirror Glaze with Salted Praline Buttercream,6,IN,Ebuehi,23,Teaching assistant,South London
7,1,Candice,Raspberry and Rhubarb Drizzle Custard Bundt Cake,"Mirror Mirror On The Wall, Who Is The Shiniest Cake Of Them All?",5,IN,Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire"
7,1,Jane,Lemon and Poppy Seed Drizzle Cake,Chocolate Orange Mirror Cake,7,STAR BAKER,Beedle,61,Garden designer,Beckenham
7,1,Kate,Berry Best Apple and Bramble Drizzle Cake,One Swallow Does Not Make A Summer Cake,4,IN,Barmby,37,Nurse,"Brooke, Norfolk"
7,1,Lee,St. Clements Orange and Lemon Drizzle Cake,Strawberry Surprise Mirror Cake,11,OUT,Banfield,67,Pastor,Bolton
7,1,Louise,Orange Liqueur and Lemonade Drizzle Cake,White Chocolate Trifle Mirror Glaze Cake,9,IN,Williams,46,Hairdresser,Cardiff
7,1,Michael,"Lime, Ginger and Honey Drizzle Cake",Matcha Tea Chocolate Mirror Glaze,3,IN,Georgiou,20,Student,Durham
7,1,Rav,Ginger Spice Yuzu Drizzle Cake,Colombian Mocha Mirror Glaze Cake,8,IN,Bansal,28,Student support,Erith
7,1,Selasi,Citrus and Spice Drizzle Cake,"Raspberry, Sloe and White Chocolate Mirror Glaze Cake",1,IN,Gbormittah,30,Client service associate,London
7,1,Tom,G&T Drizzle Cake,Black Forest Broken Mirror,2,IN,Gilliford,26,Project engagement manager,Rochdale
7,1,Val,Mum's Orange and Lemon Drizzle,Chocolate Sponge with Four Fruit Frosting,10,IN,Stones,66,"Semi-retired, Substitute teacher",Yeovil
7,2,Andrew,Beehive Biscuits,Punting in Cambridge,4,IN,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down"
7,2,Benjamina,Bouquet Biscuits,"New York, New York",3,IN,Ebuehi,23,Teaching assistant,South London
7,2,Candice,"Salted Caramel, Chocolate Iced Shiny Hearts",Gingerbread Pub with Sticky Ginger Carpet,8,STAR BAKER,Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire"
7,2,Jane,Flower Pot Iced Biscuits,Hastings Old Town Fishing Net Shops and Boat,2,IN,Beedle,61,Garden designer,Beckenham
7,2,Kate,"""A Biscuit for the Broads""","""I Promise I will do my best""",1,IN,Barmby,37,Nurse,"Brooke, Norfolk"
7,2,Louise,Baa Bara Brith Biscuits,Gingerbread Wedding,10,OUT,Williams,46,Hairdresser,Cardiff
7,2,Michael,"Malt, Chocolate and Orange Iced ""Beer"" Biscuits",Trip to See Santa in Lapland,9,IN,Georgiou,20,Student,Durham
7,2,Rav,Union Jack Bunting Biscuits,Gingerbread Christmas Fairground,6,IN,Bansal,28,Student support,Erith
7,2,Selasi,"""Wheelie Hot Iced Biscuits""",Stained Glass Window Gingerbread Church,11,IN,Gbormittah,30,Client service associate,London
7,2,Tom,Chai Frappelatteccino Biscuits,Tom and Pod's Near Death Experience,7,IN,Gilliford,26,Project engagement manager,Rochdale
7,2,Val,Sunday Treat Iced Ice Cream Cone Biscuits,From Holland to New York via Yorkshire,5,IN,Stones,66,"Semi-retired, Substitute teacher",Yeovil
7,3,Andrew,Chocolate Barmbrack Bread,Braided Harvest Bread Basket,2,IN,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down"
7,3,Benjamina,"Chocolate, Tahini and Almond Babka",Braided Bread Heart,6,IN,Ebuehi,23,Teaching assistant,South London
7,3,Candice,"Chocolate, Salted Caramel & Pecan Brittle Brioche Loaf",Italian Light and Dark Rye Twist,3,IN,Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire"
7,3,Jane,Chocolate and Cranberry Couronne,Chorizo and Chilli Flower with Parmesan and Pesto Centre,9,IN,Beedle,61,Garden designer,Beckenham
7,3,Kate,Cobbled Loaf,The Corn Maiden,8,IN,Barmby,37,Nurse,"Brooke, Norfolk"
7,3,Michael,Chocolate and Chilli Swirl Plait,Cypriot Dove and Olive Branch Plaited Loaf with Houmous,7,OUT,Georgiou,20,Student,Durham
7,3,Rav,"Chocolate, Cardamom and Hazelnut Loaf",Three Tier Diwali Bread Centrepiece,10,IN,Bansal,28,Student support,Erith
7,3,Selasi,"Chocolate, Orange and Cinnamon Bread",Bedouin Escape Tear and Share Bread,5,IN,Gbormittah,30,Client service associate,London
7,3,Tom,Chocolate Orange and Chilli Swirl Bread,Jörmungandr and Mjölnir,4,STAR BAKER,Gilliford,26,Project engagement manager,Rochdale
7,3,Val,Double Chocolate Cinnamon Twist Loaf,"""And They All Went Into The Ark To Get Out Of The Rain""",1,IN,Stones,66,"Semi-retired, Substitute teacher",Yeovil
7,4,Andrew,Yorkshire 'Tapas' Puddings,Churros Window Box,4,IN,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down"
7,4,Benjamina,"Red Onion Chutney, Brie and Bacon Yorkshire Puddings",Tropical Churros,1,STAR BAKER,Ebuehi,23,Teaching assistant,South London
7,4,Candice,Yorkshire Wellingtons,Two-Way Peanut Butter Churros,2,IN,Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire"
7,4,Jane,Meat and Two Veg Yorkshires,Pistachio and White Chocolate Churros,3,IN,Beedle,61,Garden designer,Beckenham
7,4,Kate,Christmas Dinner Compromise,Hot Cross Bunny Churros,7,OUT,Barmby,37,Nurse,"Brooke, Norfolk"
7,4,Rav,Thai Tofu Panang Yorkshires,Three Dip Matcha Pistachio Churros,9,IN,Bansal,28,Student support,Erith
7,4,Selasi,Perfect Sunday Roast Accompaniment,Lemon and Anise Churros,8,IN,Gbormittah,30,Client service associate,London
7,4,Tom,West Yorkshire Fusion Puddings,Fennel Churros Snake In The Grass,5,IN,Gilliford,26,Project engagement manager,Rochdale
7,4,Val,Mum's Chilli Yorkshire Puddings,Orange Chocolate Churros,6,IN,Stones,66,"Semi-retired, Substitute teacher",Yeovil
7,5,Andrew,Mum and Dad's Breakfast Pastries,Spicy Chorizo Squash Parcels and Baklava Bites,6,IN,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down"
7,5,Benjamina,'Good Morning America' Swirls and Peanut Butter and Banana Pinwheels,Plantain and Spinach Samosas and Chai Pear Cups,5,IN,Ebuehi,23,Teaching assistant,South London
7,5,Candice,"Danish Pastry Croque Monsieur Kites and Cinnamon Apple, Vanilla Crème Rose Danish","Sausage, Black Pudding and Apple Rounds and Banoffee Whiskey Cups",2,STAR BAKER,Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire"
7,5,Jane,"Orange Pain au Raisins, Raspberry, Chocolate and Almond Danish","Roquefort, Fig and Walnut Parcels and Cherry and Chocolate Cones",1,IN,Beedle,61,Garden designer,Beckenham
7,5,Rav,"Cinnamon Swirls and Pecan, Walnut and Maple Plaits",Chinese Style Prawn Filo Tartlets and Spiced White Chocolate and Hazelnut Samosas,8,IN,Bansal,28,Student support,Erith
7,5,Selasi,"Rhubarb, Mango and Ginger Plait, and Pineapple and Coconut Pinwheels","Parma Ham, Asparagus and Cheese Filo Cigars and Coffee Cream Filo Cups",3,IN,Gbormittah,30,Client service associate,London
7,5,Tom,Mega Breakfast Bonanzas; Granola Spirals and Wheat Foldovers,Yin and Yang Amuse-bouche,4,IN,Gilliford,26,Project engagement manager,Rochdale
7,5,Val,"Pecan and Maple Syrup Pinwheels and Apple, Sultana and Cinnamon Swirls","Caramelised Red Onion, Goats Cheese Tartlets and Mincemeat and Apple Spiced Parcels",7,OUT,Stones,66,"Semi-retired, Substitute teacher",Yeovil
7,6,Andrew,Tangy Lime and Ginger Meringue Pie,Spring Elderflower Trio,6,IN,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down"
7,6,Benjamina,Grapefruit and Ginger Meringue Pie,Floral Tea Cake,2,IN,Ebuehi,23,Teaching assistant,South London
7,6,Candice,"Lime, Coconut and Lemongrass Sugar Meringue Pie",Four Seasons Cake,5,IN,Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire"
7,6,Jane,Lime and Coconut Meringue Pie,Three Tier Orange Cake with a Floral Chocolate Collar,4,IN,Beedle,61,Garden designer,Beckenham
7,6,Rav,Mandarin Margarita Meringue Pie,Blossom Cake,3,OUT,Bansal,28,Student support,Erith
7,6,Selasi,"Grapefruit, Orange and Mint Meringue Pie",Three Tiered Ombré Floral Cake,7,IN,Gbormittah,30,Client service associate,London
7,6,Tom,Blood Orange Halloween Pumpkin Pie,Floral Tea Cake,1,STAR BAKER,Gilliford,26,Project engagement manager,Rochdale
7,7,Andrew,Tropical Holiday Roulade,Childhood Ice Cream Mousse Cakes,1,STAR BAKER,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down"
7,7,Benjamina,Piña Colada Roulade,Apple Crumble Mousse Cake and Chocolate Coffee Mousse Cake,3,IN,Ebuehi,23,Teaching assistant,South London
7,7,Candice,Crowd Pleaser Roulade,Blackberry and Raspberry Bubbles and After Dinner Mousse,2,IN,Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire"
7,7,Jane,Chocolate and Hazelnut Roulade,"Chocolate, Coffee, and Vanilla Joconde Cakes and Blackcurrant and Vanilla Ombre Mousses",4,IN,Beedle,61,Garden designer,Beckenham
7,7,Selasi,Summer Picnic Roulade,"Lemon, Strawberry and Passionfruit and Chocolate and Mint Mini Mousse Cakes",6,IN,Gbormittah,30,Client service associate,London
7,7,Tom,Millionaire's Roulade,Hipster Picnic,5,OUT,Gilliford,26,Project engagement manager,Rochdale
7,8,Andrew,Da Vinci Inspired Geared Pies,Jousting Knights Marchpane,2,IN,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down"
7,8,Benjamina,Mexican Adventure,Tudor Garden,4,OUT,Ebuehi,23,Teaching assistant,South London
7,8,Candice,Cheesy Cheeky Fish Pies,Peacock,1,STAR BAKER,Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire"
7,8,Jane,Tudor Rose Pies,Swans,5,IN,Beedle,61,Garden designer,Beckenham
7,8,Selasi,Bouquet of Flowers,Fruity Tudor Marchpane,3,IN,Gbormittah,30,Client service associate,London
7,9,Andrew,Cheesy Elephant Ears and Herby Treble Clefs,Philharmonic Fondants,2,STAR BAKER,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down"
7,9,Candice,"Red Onion, Cambozola and Walnut Palmiers and Mushroom, Streaky Bacon, and Parmesan Palmiers",Chocolate Praline Fondant Fancies and Cherry Bakewell Fondant Fancies,3,IN,Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire"
7,9,Jane,"Pesto and Sundried Tomato Palmiers and Goats Cheese, Olive and Parma Ham Palmiers",Pistachio and Raspberry Fondant Fancies and Lemon Curd Surprise Fondant Fancies,1,IN,Beedle,61,Garden designer,Beckenham
7,9,Selasi,"Sundried Tomato, Onion, Peppers and Parmesan Palmiers and Salmon, Spinach and Mushroom Palmiers",Lime and Ginger Fondant Fancies and Pink Velvet and Raspberry Prosecco Fondant Fancies,4,OUT,Gbormittah,30,Client service associate,London
7,10,Andrew,Crunchy Caramel Cassis Crown,Family and Friends' Favourites Picnic,1,Runner-up,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down"
7,10,Candice,Queen Victoria's Mango and Strawberry Crown,Picnic for Pearly Kings and Queens,2,WINNER,Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire"
7,10,Jane,"Red, White and Blue Meringue Crown",Family Favourites Feast,3,Runner-up,Beedle,61,Garden designer,Beckenham
8,1,Chris,Tropical Fresh Fruit Cake,'Raised Pork Pie and Egg Surprise' Cake,12,IN,Geiger,50,Software developer,Bristol
8,1,Flo,Citrus Layer Cake,'One in a Melon' Cake,9,IN,Atkins,71,Retired,Merseyside
8,1,James,"Orange, Rhubarb & Ginger Crumble Cake",'Mock-accino and Croissant' Cake,2,IN,Hillery,46,Banker,"Brentwood, Essex"
8,1,Julia,Courgette and Lemon Cake,'Russian Doll' Cake,3,IN,Chernogorova,21,Aviation Broker,"Crawley, West Sussex"
8,1,Kate,Moroccan Strawberry and Rose Cake,'Chocolate Terrarium' Cake,1,IN,Lyon,29,Health and safety inspector,Merseyside
8,1,Liam,Apple and Almond Crumble Maple Loaf,'Stackin' Sunday' Cake,8,IN,Charles,19,Student,North London
8,1,Peter,Coconut Cake,'Bread on a Breadboard' Cake,10,OUT,Abatan,52,IT programme manager,"Southend, Essex"
8,1,Sophie,Pineapple and Coconut Sandwich Cake,'Champagne Bottle and Bucket' Cake,5,IN,Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey"
8,1,Stacey,Granny Smith Apple and Walnut Cake,'Black Evening Clutch Bag' Cake,11,IN,Hart,42,Former school teacher,"Radlett, Hertfordshire"
8,1,Steven,Bonfire Night Cake,'A Baker's Lunch' Cake,6,STAR BAKER,Carter,34,Marketer,"Watford, Hertfordshire"
8,1,Tom,Gilded Pear and Cardamom Cake,'Stack of Books' Cake,7,IN,Hetherington,29,Architect,Edinburgh
8,1,Yan,Windfall Apple Crumble Cake,'Banana-ramen' Cake,4,IN,Tsou,46,Laboratory research scientist,North London
8,2,Chris,Chocolate Chia Seed Biscuits with Whisky Caramel Filling,'The Great British Sail Off' Game,11,OUT,Geiger,50,Software developer,Bristol
8,2,Flo,Gin Jam Butties,'Pick My Bones' Game,10,IN,Atkins,71,Retired,Merseyside
8,2,James,Rhubarb and Custard Whirls,'Coppit' Game,3,IN,Hillery,46,Banker,"Brentwood, Essex"
8,2,Julia,Middle Eastern Delight Sandwich Biscuits,'A British Baking' Game,4,IN,Chernogorova,21,Aviation Broker,"Crawley, West Sussex"
8,2,Kate,Coconut Seashells for a Titanic Afternoon Tea,'Jungle' Game,8,IN,Lyon,29,Health and safety inspector,Merseyside
8,2,Liam,Coffee Malted Pecan Shorties,'Classroom Classics' Game,7,IN,Charles,19,Student,North London
8,2,Sophie,Lemon Limoncino Sandwich Biscuits,'Snakes and Ladders' Game,2,IN,Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey"
8,2,Stacey,Sparkly Chocolate and Marshmallow Fluff Cookies,'Get to School' Game,9,IN,Hart,42,Former school teacher,"Radlett, Hertfordshire"
8,2,Steven,Amarpressi Biscuits,'Check Bake' Game,6,STAR BAKER,Carter,34,Marketer,"Watford, Hertfordshire"
8,2,Tom,Coffee and Amaretto Kisses,'Drain Pipes and Ladders' Game,5,IN,Hetherington,29,Architect,Edinburgh
8,2,Yan,'Mrs. Marian's PB 'n' B' Biscuits,'Adventures in Bakeland' Game,1,IN,Tsou,46,Laboratory research scientist,North London
8,3,Flo,Cinnamon and Orange Teacakes,'Davy Jones' Locker' Bread Sculpture,7,OUT,Atkins,71,Retired,Merseyside
8,3,James,Nordic Teacakes,'Owl in the Woods' Bread Sculpture,9,IN,Hillery,46,Banker,"Brentwood, Essex"
8,3,Julia,Earl Grey Dried Fruit Teacakes,'The Snail Under a Mushroom' Bread Sculpture,2,STAR BAKER,Chernogorova,21,Aviation Broker,"Crawley, West Sussex"
8,3,Kate,Blueberry Buns,'Kraken' Bread Sculpture,10,IN,Lyon,29,Health and safety inspector,Merseyside
8,3,Liam,Jamaican Spiced Teacakes,'Kneadapolitan' Bread Sculpture,5,IN,Charles,19,Student,North London
8,3,Sophie,Tagine Teacakes,'Picnic Basket' Bread Sculpture,6,IN,Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey"
8,3,Stacey,Cranberry and Cinnamon Teacakes,'Ascot Hat' Bread Sculpture,1,IN,Hart,42,Former school teacher,"Radlett, Hertfordshire"
8,3,Steven,Madras Cocktail Teacakes,'The Bag I Knead' Bread Sculpture,3,IN,Carter,34,Marketer,"Watford, Hertfordshire"
8,3,Tom,Orange and Cranberry Teacakes,'Pink & Yellow Rose Centrepiece' Bread Sculpture,4,IN,Hetherington,29,Architect,Edinburgh
8,3,Yan,'Mrs P's' Masala Chai Spiced Teacakes,'Basil the Vegetarian Dragon with his Pumpkin Hoard' Bread Sculpture,8,IN,Tsou,46,Laboratory research scientist,North London
8,4,James,'Windy City' Millionaire Shortbreads,Nutty Caramel Cake,2,IN,Hillery,46,Banker,"Brentwood, Essex"
8,4,Julia,Pecan Salted Caramel Millionaire Shortbreads,Poppy Seed Caramel Cake,9,IN,Chernogorova,21,Aviation Broker,"Crawley, West Sussex"
8,4,Kate,Salted Bay Caramel Millionaire Shortbreads,Sticky Toffee Apple Caramel Cake,6,STAR BAKER,Lyon,29,Health and safety inspector,Merseyside
8,4,Liam,Salted Peanut Butter Millionaire Shortbreads,White Layered Ginger Caramel Cake,3,IN,Charles,19,Student,North London
8,4,Sophie,Jaffa Millionaire Shortbreads,Bird's Nest Caramel Cake,4,IN,Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey"
8,4,Stacey,Rum Salted Caramel Millionaire Shortbreads,Chocolate and Coffee Caramel Cake,1,IN,Hart,42,Former school teacher,"Radlett, Hertfordshire"
8,4,Steven,Orange Macadamia Nut Millionaire Shortbreads,Caramel Crown Cake,7,IN,Carter,34,Marketer,"Watford, Hertfordshire"
8,4,Tom,Stem Ginger Caramel Shortbreads,Hummingbird Cake,5,OUT,Hetherington,29,Architect,Edinburgh
8,4,Yan,'Lil' Red's Ginger and Nuts' Millionaire Shortbreads,Animals of the Rainforest Caramel Cake,8,IN,Tsou,46,Laboratory research scientist,North London
8,5,James,Orange and Ginger Steamed School Pudding,'The Missed Silver Jubilee' Trifle Terrine,7,OUT,Hillery,46,Banker,"Brentwood, Essex"
8,5,Julia,Orange & Treacle Steamed School Pudding,'Opulent Ornament' Trifle Terrine,3,IN,Chernogorova,21,Aviation Broker,"Crawley, West Sussex"
8,5,Kate,'Mr Darcy's Steamy Lake Scene' Steamed School Pudding,'My Great Great Nan's' Raspberry Trifle Terrine,8,IN,Lyon,29,Health and safety inspector,Merseyside
8,5,Liam,Cherries & Lemons that are 'Baked Well','Cheers Lads' Trifle Terrine,2,IN,Charles,19,Student,North London
8,5,Sophie,"Ginger, Fig and Honey Steamed School Pudding","Raspberry, Yuzu & White Chocolate Bûche Trifle Terrine",1,STAR BAKER,Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey"
8,5,Stacey,Bakewell Tart Steamed School Pudding,Tropical Trifle Terrine,4,IN,Hart,42,Former school teacher,"Radlett, Hertfordshire"
8,5,Steven,Lemon & Blackcurrant Drizzle Steamed School Pudding,'From Across the Jelly Pond' Trifle Terrine,5,IN,Carter,34,Marketer,"Watford, Hertfordshire"
8,5,Yan,Mango Fruit Hat Steamed School Pudding,'Heart of a Hero' Trifle Terrine,6,IN,Tsou,46,Laboratory research scientist,North London
8,6,Julia,'Pies from the Tree' Decorative Pies,'Special Occasion' Pie,7,OUT,Chernogorova,21,Aviation Broker,"Crawley, West Sussex"
8,6,Kate,'Vegetarian Pie Faces' Decorative Pies,Potato Curry Pie with Mango & Chilli Glaze,5,IN,Lyon,29,Health and safety inspector,Merseyside
8,6,Liam,'Standard FC' Decorative Pies,'Nan's Sunday Dinner' Pie,4,STAR BAKER,Charles,19,Student,North London
8,6,Sophie,'The Four Seasons' Decorative Pies,Game Pie with Glazed Forest Fruits,2,IN,Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey"
8,6,Stacey,'Love Theme' Decorative Pies,Indian Hand Raised Pie with Mango,6,IN,Hart,42,Former school teacher,"Radlett, Hertfordshire"
8,6,Steven,'Fleetwood Mac' Decorative Pies,Christmas Pie,3,IN,Carter,34,Marketer,"Watford, Hertfordshire"
8,6,Yan,'πr2' Decorative Pies,Chequerboard Pie,1,IN,Tsou,46,Laboratory research scientist,North London
8,7,Kate,'Happy Hour' Cocktail Cannoli,'Flavour Fusion' Sfogliatelle,6,IN,Lyon,29,Health and safety inspector,Merseyside
8,7,Liam,'Just Doing Me' Cannoli,'Morning Delivery' Sfogliatelle,2,IN,Charles,19,Student,North London
8,7,Sophie,'Classics with a Twist' Cannoli,'Classics' Sfogliatelle,3,IN,Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey"
8,7,Stacey,My All Time Favourite Desserts,Pastry Surprise,4,IN,Hart,42,Former school teacher,"Radlett, Hertfordshire"
8,7,Steven,Italian Style Cannoli,'Sicilian-style' Sfogliatelle,1,STAR BAKER,Carter,34,Marketer,"Watford, Hertfordshire"
8,7,Yan,Cannoli Cocktails,Canadian-Style Sfogliatelle,5,OUT,Tsou,46,Laboratory research scientist,North London
8,8,Kate,Burrito Bedfordshire Clangers,'Liver Building Turret' Savoy Cake,2,IN,Lyon,29,Health and safety inspector,Merseyside
8,8,Liam,'Take Out' Bedfordshire Clangers,'Fort Wizardore' Savoy Cake,5,OUT,Charles,19,Student,North London
8,8,Sophie,Char Siu & Banana Praline Bedfordshire Clangers,Citrus with Green Apple Croquembouche Savoy Cake,4,IN,Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey"
